InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV504803,ELE0476,Bosch Max Webcam,4,2022-02-19 18:12:00,451.33,11629,Sweden
INV504804,SPO0344,Bosch Large Running Shoes,8,2023-01-29 18:27:00,153.74,11988,Netherlands
INV504805,ELE0011,Microsoft Gold Smart Home Device,1,2021-07-15 10:41:00,533.52,11057,Norway
INV504806,BOO0119,Apple Gold Technology Book,8,2024-05-02 18:14:00,9.98,11795,Canada
INV504807,AUT0267,LG Car Charger,6,2023-03-31 11:04:00,202.99,10162,Canada
INV504808,HOM0042,Generic Pink Desk,10,2023-04-29 10:43:00,107.6,11681,Japan
INV504809,TOY0334,Sony Video Game,4,2021-10-01 19:29:00,66.28,10166,Germany
INV504810,SPO0030,Basic Large Fishing Rod,8,2024-10-16 18:00:00,382.92,11475,Mexico
INV504811,TOY0246,Cuisinart Puzzle,9,2023-02-03 20:57:00,99.29,11016,Norway
INV504812,OFF0290,Nike Marker,10,2023-06-02 17:50:00,27.68,10610,India
INV504813,SPO0205,Panasonic Large Ski Equipment,6,2022-07-23 14:32:00,316.93,11870,Italy
INV504814,HOM0361,Luxury Rug,18,2024-04-23 09:15:00,261.07,10853,Canada
INV504815,SPO0479,Basic Pink Swimming Goggles,6,2023-03-31 13:04:00,259.53,11120,Netherlands
INV504816,ELE0400,Philips Red Router,9,2021-07-26 19:22:00,613.85,11252,Germany
INV504817,AUT0384,HP Orange Tire Pressure Gauge,6,2023-04-08 13:21:00,176.5,10570,Denmark
INV504818,SPO0101,Bosch Black Fishing Rod,4,2023-12-20 08:47:00,385.62,10207,Japan
INV504819,OFF0314,IKEA Compact Pencil,5,2020-07-16 17:26:00,68.85,10671,Germany
INV504820,KIT0338,Luxury Gray Can Opener,2,2024-03-11 19:59:00,382.64,10427,Mexico
INV504821,BOO0051,LG Health Book,7,2022-10-16 12:21:00,37.7,11878,Belgium
INV504822,FAS0345,Sony Gold Wallet,7,2021-04-14 14:48:00,57.93,10220,South Korea
INV504823,OFF0376,Samsung Black Marker,6,2024-02-12 08:16:00,44.17,10729,Australia
INV504824,SPO0252,Professional Golf Club,3,2020-10-15 11:16:00,360.08,10133,Australia
INV504825,BOO0215,Apple Science Book,8,2024-09-23 16:50:00,12.32,10276,Spain
INV504826,ELE0239,Target Cable,1,2023-12-23 11:56:00,1585.37,11659,Spain
INV504827,OFF0423,Google Hole Punch,4,2023-07-21 16:07:00,50.13,11958,Japan
INV504828,BOO0265,Panasonic Gray Magazine,2,2024-12-21 20:55:00,10.1,10287,Singapore
INV504829,TOY0418,Luxury Art Supplies,10,2024-03-16 11:22:00,156.63,11078,Sweden
INV504830,OFF0441,Cuisinart Green Pencil,8,2024-02-28 18:54:00,28.51,11935,Brazil
INV504831,OFF0164,Budget Mini Marker,2,2020-05-24 10:28:00,94.67,11535,Netherlands
INV504832,KIT0163,Microsoft Plate Set,37,2021-05-15 20:54:00,17.66,11535,Netherlands
INV504833,OFF0457,Dell Tape,2,2020-06-28 12:38:00,91.38,11020,Denmark
INV504834,OFF0489,Nike Gray Notebook,2,2020-02-03 16:32:00,52.06,11723,Japan
INV504835,KIT0083,IKEA Pro Utensil Set,13,2024-07-30 14:46:00,306.42,10825,Sweden
INV504836,HEA0172,Budget Black Makeup,10,2024-12-24 12:43:00,92.48,11571,Sweden
INV504837,FAS0014,Apple XL Boots,9,2020-07-14 16:51:00,153.28,11701,Brazil
INV504838,KIT0125,Generic Compact Blender,5,2023-01-25 13:45:00,488.45,10039,China
INV504839,FAS0347,Target Compact Jeans,1,2020-09-21 09:32:00,70.27,10190,Singapore
INV504840,AUT0156,Microsoft Motor Oil,5,2020-02-18 16:05:00,167.07,10314,Mexico
INV504841,AUT0024,Generic Car Charger,5,2022-05-15 09:27:00,296.06,10917,South Korea
INV504842,OFF0282,Professional Purple Highlighter,8,2023-08-06 20:40:00,84.06,11300,Canada
INV504843,HOM0095,IKEA White Outdoor Furniture,5,2023-03-09 17:36:00,736.79,10393,South Korea
INV504844,ELE0442,Samsung Pink Headphones,10,2021-03-05 18:08:00,1307.67,10980,Japan
INV504845,ELE0011,Microsoft Gold Smart Home Device,5,2023-09-22 15:16:00,533.52,11972,Japan
INV504846,ELE0371,Kitchenaid Premium Memory Card,5,2020-09-22 09:02:00,263.46,10437,United Kingdom
INV504847,BOO0185,Generic Standard Self-Help Book,1,2024-07-06 08:18:00,35.92,10843,United Kingdom
INV504848,KIT0203,Apple Compact Toaster,1,2023-07-12 12:07:00,83.36,11728,Spain
INV504849,FAS0063,Sony Shoes,6,2021-11-14 19:29:00,197.8,10409,Denmark
INV504850,AUT0156,Microsoft Motor Oil,8,2024-04-05 10:43:00,167.07,11170,France
INV504851,SPO0066,Adidas Gym Equipment,10,2022-01-01 14:48:00,44.13,11395,Spain
INV504852,OFF0355,Budget Pink Tape,2,2022-09-28 14:50:00,18.68,11763,Sweden
INV504853,OFF0040,HP Notebook,10,2024-12-30 20:35:00,54.49,11600,France
INV504854,KIT0299,Canon Coffee Maker,9,2024-10-04 15:31:00,50.89,11928,Mexico
INV504855,HEA0244,Google Blue Nail Polish,6,2024-11-06 09:13:00,51.01,10868,Mexico
INV504856,TOY0246,Cuisinart Puzzle,2,2020-09-20 20:13:00,99.29,11025,Netherlands
INV504857,SPO0275,Professional Compact Fitness Tracker,10,2021-04-02 17:29:00,275.85,11243,India
INV504858,HOM0326,Canon Compact Lamp,1,2021-07-22 16:30:00,200.41,11318,Japan
INV504859,HEA0020,Walmart Supplements,2,2023-04-17 12:20:00,56.62,10461,Germany
INV504860,HOM0379,Panasonic Blue Pillow,9,2024-07-13 09:41:00,250.37,10700,Sweden
INV504861,SPO0405,IKEA Standard Bicycle,4,2021-07-28 09:34:00,124.57,11509,France
INV504862,HEA0461,Professional White Moisturizer,8,2023-03-31 18:25:00,45.47,11138,Singapore
INV504863,OFF0160,Canon Whiteboard,1,2021-05-22 18:40:00,71.14,11596,Brazil
INV504864,HOM0055,Google Gold Pillow,8,2024-07-06 13:32:00,594.87,11629,Sweden
INV504865,ELE0318,Apple Ultra Keyboard,10,2020-08-05 20:34:00,1976.15,10679,India
INV504866,KIT0167,Nikon Mixer,7,2024-01-15 10:02:00,244.71,11306,Brazil
INV504867,OFF0462,Bosch Highlighter,5,2023-05-15 11:49:00,39.49,10741,Brazil
INV504868,KIT0299,Canon Coffee Maker,2,2023-10-12 17:20:00,50.89,10483,Sweden
INV504869,OFF0016,Nike Pen,24,2022-11-23 13:54:00,79.6,10516,Sweden
INV504870,HOM0459,Amazon Deluxe Table,3,2020-04-21 19:29:00,617.25,10862,Italy
INV504871,HOM0326,Canon Compact Lamp,6,2021-02-07 15:35:00,200.41,11974,United Kingdom
INV504872,OFF0143,Samsung Deluxe Marker,6,2022-01-05 18:41:00,82.11,11345,United States
INV504873,TOY0369,Microsoft Baby Toy,4,2023-10-11 13:17:00,139.02,10714,Germany
INV504874,HOM0480,Target Wardrobe,1,2022-07-10 20:58:00,113.7,10579,Germany
INV504875,TOY0363,Nikon Brown Stuffed Animal,7,2022-07-22 15:44:00,67.22,11058,Japan
INV504876,HOM0258,Basic Standard Bookshelf,9,2024-07-01 17:59:00,339.95,11982,Denmark
INV504877,OFF0085,Sony Binder,3,2024-06-24 09:48:00,54.08,11796,Australia
INV504878,HEA0017,Kitchenaid Purple Deodorant,8,2024-05-15 10:43:00,140.16,11895,Germany
INV504879,HEA0005,Nike Brown Conditioner,11,2024-04-23 20:39:00,123.06,11365,United Kingdom
INV504880,HEA0254,Bosch Silver Foundation,2,2020-09-12 20:11:00,145.01,10636,South Korea
INV504881,ELE0207,Luxury Cable,8,2022-01-21 18:31:00,337.49,10605,Spain
INV504882,OFF0355,Budget Pink Tape,5,2020-07-13 08:44:00,18.68,11101,Belgium
INV504883,HOM0283,Google Garden Tools,8,2020-06-16 16:26:00,44.87,10637,Brazil
INV504884,BOO0487,Canon Deluxe Business Book,7,2020-09-15 20:18:00,21.86,10527,Australia
INV504885,HOM0422,Nike Mini Garden Tools,41,2020-05-01 19:16:00,128.24,10616,Australia
INV504886,KIT0281,Premium Pro Microwave,2,2020-08-23 20:01:00,68.0,11153,Australia
INV504887,HOM0258,Basic Standard Bookshelf,1,2021-04-17 11:10:00,339.95,10241,Singapore
INV504888,HEA0238,Philips Cleanser,5,2023-09-12 12:14:00,131.95,10669,United States
INV504889,TOY0387,Panasonic Compact Musical Instrument,4,2020-10-02 12:53:00,97.64,11610,Belgium
INV504890,KIT0338,Luxury Gray Can Opener,9,2023-03-05 17:55:00,382.64,10771,Germany
INV504891,KIT0337,Professional XL Kettle,10,2024-07-19 20:43:00,61.22,10989,India
INV504892,TOY0387,Panasonic Compact Musical Instrument,1,2021-06-18 20:14:00,97.64,10123,India
INV504893,SPO0052,Premium Mini Basketball,8,2023-07-02 17:56:00,56.98,11052,China
INV504894,BOO0257,Apple Science Book,46,2020-10-19 12:25:00,25.64,11517,India
INV504895,TOY0294,Microsoft Educational Toy,8,2020-02-15 12:54:00,181.69,11724,Norway
INV504896,FAS0063,Sony Shoes,4,2020-05-01 09:32:00,197.8,11081,Germany
INV504897,TOY0394,Basic Art Supplies,25,2020-10-05 11:05:00,150.69,10873,China
INV504898,BOO0136,Amazon White Technology Book,34,2024-07-28 13:06:00,13.18,11668,Mexico
INV504899,AUT0404,Premium XL Jump Starter,8,2022-01-22 17:05:00,151.93,11045,India
INV504900,KIT0419,Microsoft Mini Microwave,1,2021-05-18 12:15:00,380.35,11839,India
INV504901,SPO0389,IKEA Green Football,4,2024-02-01 10:22:00,255.94,11851,Mexico
INV504902,ELE0196,Cuisinart Green Webcam,8,2021-08-29 08:52:00,1843.39,11820,Mexico
INV504903,BOO0496,Philips Red Textbook,6,2021-03-06 14:08:00,36.19,11627,Italy
INV504904,KIT0047,HP Mini Oven,3,2021-02-24 09:04:00,38.82,10646,Belgium
INV504905,HEA0173,Apple Supplements,2,2020-08-20 17:53:00,6.97,11683,Germany
INV504906,OFF0462,Bosch Highlighter,3,2020-02-26 14:00:00,39.49,11885,Japan
INV504907,BOO0053,Basic Orange Non-Fiction Book,7,2023-08-23 17:13:00,25.59,11002,Spain
INV504908,SPO0402,Basic Red Hiking Boots,3,2020-12-27 09:43:00,184.29,10109,France
INV504909,BOO0136,Amazon White Technology Book,7,2024-05-24 15:41:00,13.18,10634,South Korea
INV504910,ELE0126,Bosch Power Bank,6,2024-07-29 11:35:00,982.14,11938,Mexico
INV504911,FAS0343,Amazon Shoes,7,2020-09-02 09:53:00,146.34,10544,India
INV504912,ELE0056,Budget Red Webcam,30,2023-09-30 20:39:00,1363.07,10839,Germany
INV504913,HEA0367,Google Gold Vitamins,5,2024-02-13 10:26:00,138.49,11170,France
INV504914,ELE0360,Generic Pink Memory Card,5,2024-10-08 13:20:00,1060.03,11623,Japan
INV504915,KIT0225,Standard Green Pan,6,2023-01-01 10:25:00,386.72,10430,China
INV504916,SPO0066,Adidas Gym Equipment,10,2022-01-25 08:34:00,44.13,11086,South Korea
INV504917,BOO0139,HP Science Book,10,2024-07-31 18:19:00,35.1,10219,France
INV504918,HEA0017,Kitchenaid Purple Deodorant,4,2020-09-30 11:22:00,140.16,11982,Denmark
INV504919,BOO0190,Microsoft Brown Biography,6,2022-11-12 08:44:00,19.37,11137,India
INV504920,BOO0486,Sony Orange Technology Book,6,2024-11-28 18:10:00,11.44,10423,United States
INV504921,HOM0266,Panasonic Max Storage Box,1,2024-07-08 15:20:00,486.04,11041,United Kingdom
INV504922,FAS0447,Nikon Gray Watch,9,2020-06-29 17:43:00,139.41,10094,Japan
INV504923,OFF0457,Dell Tape,8,2024-07-13 11:23:00,91.38,11808,Norway
INV504924,AUT0404,Premium XL Jump Starter,5,2020-09-26 13:11:00,151.93,10531,China
INV504925,HOM0361,Luxury Rug,8,2022-09-27 15:16:00,261.07,10575,India
INV504926,FAS0399,Nike Handbag,46,2022-03-10 12:50:00,44.53,10585,South Korea
INV504927,ELE0126,Bosch Power Bank,7,2021-08-01 20:03:00,982.14,11203,Australia
INV504928,HEA0223,IKEA White Foundation,10,2022-12-25 16:59:00,47.07,10100,Japan
INV504929,HOM0200,Budget Outdoor Furniture,7,2020-09-14 19:42:00,772.81,10278,Spain
INV504930,BOO0187,Standard Blue Art Book,4,2022-10-14 15:37:00,40.5,10937,Belgium
INV504931,ELE0403,Adidas Standard Smart Watch,9,2021-12-21 18:55:00,496.55,10467,Netherlands
INV504932,FAS0335,Cuisinart Pink Sneakers,1,2023-04-08 09:08:00,202.95,10595,Spain
INV504933,HEA0012,Target Red Lipstick,5,2020-02-19 15:10:00,130.91,10249,Norway
INV504934,BOO0185,Generic Standard Self-Help Book,6,2024-02-06 11:38:00,35.92,11761,Belgium
INV504935,KIT0023,Philips Standard Utensil Set,7,2020-05-03 17:53:00,436.23,10892,Belgium
INV504936,ELE0438,Google Gray Speaker,24,2020-10-16 18:47:00,1849.87,11259,Netherlands
INV504937,AUT0240,Adidas Orange Car Accessories,10,2020-10-20 14:08:00,122.11,10518,Spain
INV504938,FAS0343,Amazon Shoes,16,2023-12-18 15:18:00,146.34,10739,South Korea
INV504939,AUT0064,Apple Ultra Tire Pressure Gauge,1,2021-03-21 10:23:00,151.66,10413,Japan
INV504940,OFF0333,Generic Purple Tape,10,2021-08-31 11:43:00,33.55,10121,India
INV504941,KIT0306,Nikon Deluxe Can Opener,9,2021-06-13 12:09:00,411.48,11300,Canada
INV504942,HOM0286,Target Brown Storage Box,3,2023-11-05 11:27:00,169.58,10942,Singapore
INV504943,ELE0403,Adidas Standard Smart Watch,10,2021-06-25 17:26:00,496.55,10186,China
INV504944,ELE0135,Nike Keyboard,5,2023-05-23 19:47:00,575.5,11487,United Kingdom
INV504945,HEA0182,Bosch Makeup,6,2024-09-21 15:46:00,20.97,11835,Norway
INV504946,HEA0449,IKEA Serum,8,2024-01-25 11:46:00,121.26,11039,Spain
INV504947,HEA0253,Luxury Sunscreen,5,2023-10-26 19:55:00,33.8,10224,Canada
INV504948,AUT0411,Kitchenaid Car Charger,2,2022-12-19 11:08:00,201.94,11350,Netherlands
INV504949,AUT0075,Standard Bluetooth Adapter,27,2020-02-18 10:13:00,167.22,11741,Italy
INV504950,SPO0495,Professional Pink Basketball,3,2022-09-01 14:06:00,144.9,11229,China
INV504951,HOM0210,Sony Green Mirror,27,2023-12-26 08:49:00,600.93,10946,United States
INV504952,OFF0142,Sony Green Highlighter,27,2024-01-31 14:21:00,63.7,11365,United Kingdom
INV504953,HOM0188,Canon Rug,3,2023-02-05 14:14:00,371.19,11360,Denmark
INV504954,HEA0041,Canon Standard Nail Polish,11,2021-12-18 08:08:00,140.42,11034,Netherlands
INV504955,HOM0446,Premium Green Decorative Item,9,2024-01-11 17:10:00,114.58,11449,Sweden
INV504956,OFF0245,Google XL Tape,5,2023-10-22 18:21:00,13.2,10078,Italy
INV504957,FAS0183,Nikon Pants,9,2024-01-10 10:28:00,110.11,11204,United States
INV504958,ELE0477,Sony Memory Card,8,2022-09-13 20:17:00,1228.45,11598,Spain
INV504959,HOM0106,Amazon Desk,6,2023-12-02 12:13:00,309.46,10374,Canada
INV504960,AUT0386,Premium Standard Floor Mats,8,2021-01-31 19:50:00,218.09,11866,United Kingdom
INV504961,HEA0367,Google Gold Vitamins,4,2023-05-30 14:49:00,138.49,10273,Mexico
INV504962,SPO0297,Google Max Bicycle,6,2020-09-02 08:00:00,28.75,11529,United States
INV504963,KIT0195,Amazon Gold Toaster,8,2024-03-29 10:04:00,497.01,10283,Denmark
INV504964,FAS0100,Sony Skirt,5,2023-11-28 16:24:00,31.36,10528,Canada
INV504965,KIT0450,Sony Blender,7,2024-06-06 13:13:00,224.89,11959,Germany
INV504966,HEA0255,Premium Black Vitamins,6,2022-09-02 11:07:00,86.33,11792,United States
INV504967,FAS0014,Apple XL Boots,1,2023-02-21 17:35:00,153.28,11986,Italy
INV504968,TOY0034,Generic Doll,4,2020-03-03 18:51:00,111.56,10399,China
INV504969,OFF0186,Nikon Purple Desk Organizer,10,2021-03-05 11:29:00,91.79,11164,Denmark
INV504970,FAS0436,Bosch Purple Sunglasses,4,2020-08-03 10:39:00,201.17,10921,Netherlands
INV504971,FAS0099,Panasonic Blue Pants,5,2020-06-24 19:19:00,195.88,10976,Italy
INV504972,OFF0175,Standard Red Notebook,3,2023-11-02 19:29:00,55.15,11060,Canada
INV504973,AUT0468,Budget Orange Car Charger,48,2023-08-01 19:01:00,259.68,11372,Germany
INV504974,BOO0077,Kitchenaid Magazine,1,2020-01-01 17:03:00,9.46,11077,Singapore
INV504975,ELE0078,Samsung Gaming Console,9,2023-09-03 18:30:00,613.42,10967,Belgium
INV504976,FAS0447,Nikon Gray Watch,2,2022-12-05 17:54:00,139.41,10175,United States
INV504977,KIT0500,Generic Green Mixer,3,2021-05-17 17:41:00,306.72,11542,United States
INV504978,KIT0166,Target Mini Can Opener,1,2020-09-26 11:13:00,86.26,11433,United States
INV504979,HOM0417,Nike XL Blanket,10,2024-05-15 17:33:00,749.03,10155,China
INV504980,HEA0238,Philips Cleanser,17,2022-07-31 13:28:00,131.95,11478,United Kingdom
INV504981,ELE0318,Apple Ultra Keyboard,3,2021-02-06 08:52:00,1976.15,11618,Australia
INV504982,HOM0283,Google Garden Tools,1,2024-06-14 14:55:00,44.87,11917,France
INV504983,BOO0454,Philips Brown Textbook,2,2022-08-10 13:00:00,40.11,10007,Italy
INV504984,OFF0489,Nike Gray Notebook,5,2020-09-06 11:59:00,52.06,10347,China
INV504985,BOO0025,Target White Fiction Novel,9,2022-05-16 15:41:00,48.63,10050,Netherlands
INV504986,BOO0265,Panasonic Gray Magazine,8,2021-10-26 13:43:00,10.1,10716,Japan
INV504987,ELE0174,Amazon Purple Speaker,10,2023-04-18 13:36:00,302.42,11109,Norway
INV504988,HOM0050,Cuisinart Compact Sofa,1,2021-08-30 17:53:00,550.37,11543,Mexico
INV504989,KIT0225,Standard Green Pan,4,2022-03-11 14:39:00,386.72,11862,Japan
INV504990,FAS0347,Target Compact Jeans,8,2020-12-30 16:27:00,70.27,10597,Netherlands
INV504991,ELE0174,Amazon Purple Speaker,2,2021-08-12 20:44:00,302.42,11957,Spain
INV504992,BOO0021,Apple Mini Travel Guide,4,2023-08-26 16:17:00,37.63,10276,Spain
INV504993,HOM0340,Nikon Large Blanket,1,2023-10-28 19:16:00,697.59,11568,Singapore
INV504994,ELE0206,Nike Keyboard,8,2024-11-30 14:16:00,1764.69,11857,South Korea
INV504995,FAS0100,Sony Skirt,48,2024-11-16 11:54:00,31.36,11357,Italy
INV504996,TOY0463,Amazon Puzzle,7,2024-05-24 19:48:00,45.04,11176,Singapore
INV504997,KIT0194,Sony Compact Food Processor,1,2022-06-23 16:57:00,268.2,11816,Singapore
INV504998,KIT0287,Google Pink Cup Set,7,2023-02-28 16:47:00,365.89,11391,Belgium
INV504999,HEA0443,HP Pink Foundation,33,2022-12-27 13:28:00,8.11,11708,France
INV505000,ELE0318,Apple Ultra Keyboard,2,2020-04-21 14:41:00,1976.15,10555,Australia
INV505001,HOM0480,Target Wardrobe,3,2022-05-28 12:05:00,113.7,11662,Netherlands
INV505002,TOY0230,Standard Doll,10,2022-07-10 16:39:00,155.6,11033,Belgium
INV505003,KIT0163,Microsoft Plate Set,8,2020-04-17 09:10:00,17.66,11829,Canada
INV505004,OFF0295,Basic Shredder,2,2022-06-02 19:17:00,97.64,10571,United States
INV505005,FAS0347,Target Compact Jeans,9,2020-10-28 12:15:00,70.27,10730,Australia
INV505006,KIT0225,Standard Green Pan,5,2022-06-20 08:18:00,386.72,11918,Belgium
INV505007,HEA0248,Standard Compact Shampoo,4,2022-03-07 13:04:00,146.89,10081,Italy
INV505008,HEA0261,Luxury Serum,6,2022-03-17 20:37:00,59.75,11643,India
INV505009,AUT0222,Kitchenaid Green Motor Oil,10,2020-10-12 20:03:00,21.75,10366,Mexico
INV505010,FAS0498,Target Pink Sneakers,4,2023-09-30 19:10:00,142.96,11708,France
INV505011,SPO0488,Microsoft Orange Running Shoes,6,2024-05-08 15:07:00,373.52,10962,Brazil
INV505012,BOO0187,Standard Blue Art Book,8,2021-01-13 09:09:00,40.5,10289,Mexico
INV505013,KIT0128,Luxury Plate Set,9,2024-05-17 13:29:00,139.13,11747,Germany
INV505014,OFF0260,Samsung Marker,6,2024-06-01 17:07:00,97.95,11352,Brazil
INV505015,SPO0120,Adidas Gray Yoga Mat,5,2021-01-06 13:49:00,362.38,10753,Spain
INV505016,KIT0195,Amazon Gold Toaster,10,2023-01-10 20:46:00,497.01,10796,Italy
INV505017,HOM0001,Nike Deluxe Sofa,6,2022-10-02 20:34:00,576.5,11750,Netherlands
INV505018,SPO0209,Kitchenaid Pink Gym Equipment,1,2023-11-30 11:01:00,180.99,10436,Spain
INV505019,OFF0462,Bosch Highlighter,14,2024-08-08 11:52:00,39.49,10415,Norway
INV505020,HEA0208,Generic Large Nail Polish,4,2020-09-13 17:32:00,85.35,11305,Germany
INV505021,HEA0223,IKEA White Foundation,9,2021-06-30 17:56:00,47.07,10662,Germany
INV505022,BOO0309,Standard Technology Book,38,2024-11-08 19:51:00,16.04,11392,Sweden
INV505023,TOY0418,Luxury Art Supplies,41,2024-06-28 08:27:00,156.63,10904,South Korea
INV505024,HOM0013,HP Chair,7,2020-07-22 12:50:00,121.63,10091,Canada
INV505025,HEA0127,Walmart Hair Dryer,1,2020-04-14 20:17:00,79.13,10491,Netherlands
INV505026,SPO0303,Nike Ultra Backpack,8,2021-09-24 12:12:00,138.4,11502,Canada
INV505027,KIT0287,Google Pink Cup Set,7,2021-05-03 16:58:00,365.89,10794,India
INV505028,HOM0235,IKEA Brown Lamp,2,2022-01-02 15:45:00,690.73,11439,France
INV505029,HOM0410,Kitchenaid Pro Watering Can,1,2024-02-22 13:16:00,188.35,11004,China
INV505030,BOO0192,Standard Pink Biography,7,2022-05-28 09:33:00,22.24,11992,Singapore
INV505031,AUT0149,Apple Car Vacuum,8,2021-09-21 09:17:00,93.13,10306,China
INV505032,FAS0251,Basic Compact Pants,4,2023-07-09 09:16:00,164.56,10349,China
INV505033,TOY0372,HP Musical Instrument,9,2022-10-22 15:11:00,11.58,10223,Australia
INV505034,HOM0107,Nikon Compact Desk,10,2020-12-18 09:40:00,409.02,10857,Italy
INV505035,KIT0070,Microsoft Silver Microwave,4,2023-03-26 17:53:00,12.61,10330,Denmark
INV505036,FAS0269,Target Dress,3,2020-09-08 13:36:00,280.76,11641,Canada
INV505037,HOM0013,HP Chair,2,2021-03-09 10:42:00,121.63,11609,Australia
INV505038,AUT0004,Generic Ultra Seat Covers,5,2022-11-13 12:59:00,102.77,11426,Spain
INV505039,HEA0180,Apple Black Perfume,8,2020-05-25 13:53:00,37.87,11599,Mexico
INV505040,HOM0342,Basic Red Plant Pot,8,2023-08-24 19:24:00,139.15,11695,United Kingdom
INV505041,AUT0004,Generic Ultra Seat Covers,7,2023-01-27 17:53:00,102.77,10800,Australia
INV505042,BOO0296,Walmart Black Poetry Book,2,2022-04-03 18:52:00,12.13,10473,United States
INV505043,KIT0159,Nike Dishwasher,7,2022-10-03 20:52:00,180.26,11513,Spain
INV505044,FAS0485,Sony Handbag,7,2022-02-01 15:46:00,107.85,11367,Belgium
INV505045,HOM0198,Panasonic Bed Frame,5,2022-09-11 14:02:00,666.56,10887,South Korea
INV505046,HEA0181,Nikon Pink Perfume,9,2023-10-06 19:59:00,138.65,11152,Brazil
INV505047,FAS0436,Bosch Purple Sunglasses,10,2022-06-11 12:21:00,201.17,10701,United States
INV505048,SPO0165,Google Pink Fishing Rod,14,2022-10-02 13:03:00,143.22,11804,France
INV505049,TOY0294,Microsoft Educational Toy,9,2022-10-10 16:08:00,181.69,10589,Singapore
INV505050,HOM0286,Target Brown Storage Box,3,2022-08-16 13:19:00,169.58,11216,South Korea
INV505051,OFF0142,Sony Green Highlighter,1,2022-06-01 09:43:00,63.7,11517,India
INV505052,ELE0284,Luxury Black Earbuds,1,2022-04-28 17:10:00,1243.84,11434,Netherlands
INV505053,SPO0424,Google Compact Football,4,2023-08-14 16:27:00,329.26,11219,Belgium
INV505054,OFF0352,LG Pink Highlighter,1,2022-02-17 20:30:00,73.92,11608,Japan
INV505055,SPO0157,Target Yoga Mat,7,2021-02-18 17:02:00,355.77,10287,Singapore
INV505056,HEA0084,Canon Compact Perfume,2,2021-06-10 11:03:00,59.95,10504,United States
INV505057,FAS0046,Basic XL Blouse,4,2023-03-06 11:15:00,194.86,10398,Japan
INV505058,ELE0011,Microsoft Gold Smart Home Device,2,2020-08-17 20:55:00,533.52,11681,Japan
INV505059,ELE0135,Nike Keyboard,7,2021-12-25 12:32:00,575.5,11042,Germany
INV505060,KIT0166,Target Mini Can Opener,8,2021-10-16 13:08:00,86.26,11090,South Korea
INV505061,AUT0149,Apple Car Vacuum,10,2022-03-15 09:21:00,93.13,11427,Australia
INV505062,OFF0142,Sony Green Highlighter,10,2022-07-25 12:22:00,63.7,10154,United States
